Asset Name,Asset Type,Cloud,Critical Alerts,High Alerts,Medium Alerts,Low Alerts,Informational Alerts,Critical Vulnerability,High Vulnerability,Medium Vulnerability,Low Vulnerability,Account ID,Account Name,Asset ID,Region ID,Region,Actions
"ec2-dev-iptv-stp-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-0d7915500b4635643","ap-northeast-2","AWS Seoul",
"MEMBER-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"322892758438","MEMBER-PROD - 322892758438","i-0d51dc937904750e6","ap-northeast-2","AWS Seoul",
"MEMBER-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"322892758438","MEMBER-PROD - 322892758438","i-0ee0e035cde63f8f4","ap-northeast-2","AWS Seoul",
"MEMBER-PRD-BATCH-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"322892758438","MEMBER-PROD - 322892758438","i-0970e8ea8d40b78d2","ap-northeast-2","AWS Seoul",
"MEMBER-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"322892758438","MEMBER-PROD - 322892758438","i-0958443769d3b4ea3","ap-northeast-2","AWS Seoul",
"MEMBER-PRD-BATCH-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"322892758438","MEMBER-PROD - 322892758438","i-02aca65555a7675fb","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-nlp-az2a","EC2 Instance","aws",0,1,0,0,0,80,817,2122,235,"956945539034","aws-stg-aisb - 956945539034","i-0e681abf0e8ef2b8f","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-callbotAdmin-az2a","EC2 Instance","aws",0,1,0,0,0,75,822,2141,220,"956945539034","aws-stg-aisb - 956945539034","i-0d0d26b5332644a07","ap-northeast-2","AWS Seoul",
"ec2-qa-msg-simu-ipms-01","EC2 Instance","aws",0,1,0,0,0,15,82,133,30,"242201289121","aws-MMSSMS-STGMMS - 242201289121","i-0e260af529007a7d6","ap-northeast-2","AWS Seoul",
"ec2-qa-msg-simu-ipms-02","EC2 Instance","aws",0,1,0,0,0,15,82,133,30,"242201289121","aws-MMSSMS-STGMMS - 242201289121","i-0f62a5ad19a109e8a","ap-northeast-2","AWS Seoul",
"PARENTS-PRD-BATCH-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"863124551985","PARENTS-PROD - 863124551985","i-036461b48251528df","ap-northeast-2","AWS Seoul",
"PARENTS-PRD-BATCH-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"863124551985","PARENTS-PROD - 863124551985","i-028ecbb38832f4758","ap-northeast-2","AWS Seoul",
"PARENTS-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"863124551985","PARENTS-PROD - 863124551985","i-0f17f4da341f02bc2","ap-northeast-2","AWS Seoul",
"PARENTS-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"863124551985","PARENTS-PROD - 863124551985","i-01329a75d22b1e142","ap-northeast-2","AWS Seoul",
"PARENTS-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"863124551985","PARENTS-PROD - 863124551985","i-0ab47b6cdeadcd097","ap-northeast-2","AWS Seoul",
"grootsapne2-aklb-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,2,5,6,4,"224811165821","UID_NG - 224811165821","i-052df6c93ac6e5e8a","ap-northeast-2","AWS Seoul",
"subnet-test","EC2 Instance","aws",0,1,0,0,0,0,3,2,3,"773872345005","awsdevclcc - 773872345005","i-04cf19b1ea1fb9a72","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-dev-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-00c1c24187135f378","ap-northeast-2","AWS Seoul",
"ec2_mat_prod_1","EC2 Instance","aws",0,1,0,0,0,0,4,5,4,"184888968059","aws-b2bmat-dev - 184888968059","i-0181b900b0c79f106","ap-northeast-2","AWS Seoul",
"ec2_mat_prod_2","EC2 Instance","aws",0,1,0,0,0,0,4,5,4,"184888968059","aws-b2bmat-dev - 184888968059","i-038f23859c7af8b05","ap-northeast-2","AWS Seoul",
"ec2-share-iptv-relengd-cluster-inplace-karpenter-node","EC2 Instance","aws",0,1,0,0,0,1,42,75,21,"029480618840","aws-share-iptv - 029480618840","i-01cae72a79b016143","ap-northeast-2","AWS Seoul",
"grootdapne2-lstx-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,3,62,187,12,"224811165821","UID_NG - 224811165821","i-077a8ffbe6834c35b","ap-northeast-2","AWS Seoul",
"ec2-scheduler-repair-temp","EC2 Instance","aws",0,1,0,0,0,0,3,2,3,"454916155748","lgukidsland - 454916155748","i-028d4c27515f80cbe","ap-northeast-2","AWS Seoul",
"ec2-dev-wif-test","EC2 Instance","aws",0,1,0,0,0,0,5,2,4,"851725545841","blockchaindev - 851725545841","i-066e1544690265a0b","ap-northeast-2","AWS Seoul",
"cleanapne2-grjz-ondemand-karpenter","EC2 Instance","aws",0,1,0,0,0,3,64,187,12,"413372654015","daxclean - 413372654015","i-07aa3e91bf73dc96a","ap-northeast-2","AWS Seoul",
"cleanapne2-grjz-ondemand-karpenter","EC2 Instance","aws",0,1,0,0,0,3,78,231,15,"413372654015","daxclean - 413372654015","i-0b06611ce62e8f406","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,10,160,387,28,"072551541449","AWS_DEV_NUPD - 072551541449","i-02dd70f5c55e0c34f","ap-northeast-2","AWS Seoul",
"smrtmbl-smrtd_apnortheast2-v308","EC2 Instance","aws",0,1,0,0,0,87,281,368,40,"590183859724","aws-dev-smrtmb - 590183859724","i-026fc92fa7ba8bfc5","ap-northeast-2","AWS Seoul",
"cleandapne2-xfeu-spot-styx-karpenter","EC2 Instance","aws",0,1,0,0,0,2,62,187,12,"854531064573","daxcleand - 854531064573","i-0da17a2f16f24268c","ap-northeast-2","AWS Seoul",
"aicallapne2-ngnx-ondemand-agent-karpenter","EC2 Instance","aws",0,1,0,0,0,3,5,6,4,"590184025818","aws-prd-CommunicationAI - 590184025818","i-0534b3b05312119e7","ap-northeast-2","AWS Seoul",
"i-07645f526b3818bfc","EC2 Instance","aws",0,1,0,0,0,0,33,50,11,"088329133184","chewauth.prod - 088329133184","i-07645f526b3818bfc","ap-northeast-2","AWS Seoul",
"chewapne2-mgok-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,0,33,50,11,"088329133184","chewauth.prod - 088329133184","i-0cff27e47cdabb267","ap-northeast-2","AWS Seoul",
"chewapne2-mgok-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,0,33,50,11,"088329133184","chewauth.prod - 088329133184","i-0ec6579323194aa9f","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-stp-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-01c1a934a8e5c840b","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-stp-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-0db678223b8b1a2e0","ap-northeast-2","AWS Seoul",
"aiugptdapne2-zszw-ondemand-ai-karpenter","EC2 Instance","aws",0,1,0,0,0,3,6,7,4,"590183678280","aws-dev-ugpt - 590183678280","i-085a0f7272e266d9d","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-stp-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-0542fdaad88abf186","ap-northeast-2","AWS Seoul",
"spapne2-hsmq-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,2,62,187,12,"902336165138","svcprotoprd - 902336165138","i-0c02592bccddc9a25","ap-northeast-2","AWS Seoul",
"bsddapne2-gmkf-advisor-g6-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,2,98,201,16,"767397901718","aws-nsd-dev - 767397901718","i-0a71d7c2f500b071e","ap-northeast-2","AWS Seoul",
"PRD-ADVMSG-EKS-MAIN","EC2 Instance","aws",0,1,0,0,0,3,107,323,18,"665685114396","aws-prd-msghub - 665685114396","i-0b264ec56cc81537f","ap-northeast-2","AWS Seoul",
"PRD-ADVMSG-EKS-MAIN","EC2 Instance","aws",0,1,0,0,0,3,107,323,18,"665685114396","aws-prd-msghub - 665685114396","i-08e03eb6ca1c1f465","ap-northeast-2","AWS Seoul",
"cleansapne2-jvts-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,2,5,6,4,"854531064573","daxcleand - 854531064573","i-040a1bd4155e94513","ap-northeast-2","AWS Seoul",
"cleandapne2-xfeu-spot-members-karpenter","EC2 Instance","aws",0,1,0,0,0,2,62,187,12,"854531064573","daxcleand - 854531064573","i-08158cd7a4147cfa3","ap-northeast-2","AWS Seoul",
"PRD-ADVMSG-PRI-BASTION(SP: Bastion/MAIN/SUB-24.12.11, FLINK-26.3.2 )","EC2 Instance","aws",0,1,0,0,0,31,889,1587,232,"665685114396","aws-prd-msghub - 665685114396","i-09edcdd6934658654","ap-northeast-2","AWS Seoul",
"stg-vpn-bgp","EC2 Instance","aws",0,1,0,0,0,1,11,1253,37,"419420945181","aws-stgdev-msghub - 419420945181","i-08b1332488ae0fa59","ap-northeast-2","AWS Seoul",
"stg-vpn-static-2","EC2 Instance","aws",0,1,0,0,0,1,2,804,29,"419420945181","aws-stgdev-msghub - 419420945181","i-0c8f87696651e5f4d","ap-northeast-2","AWS Seoul",
"STG-ADVMSG-PRI-BASTION  (SP:12/15)","EC2 Instance","aws",0,1,0,0,0,97,384,429,40,"419420945181","aws-stgdev-msghub - 419420945181","i-0f1181f9db5167304","ap-northeast-2","AWS Seoul",
"DEV-ADVMSG-PRI-BASTION (SP:12/12)","EC2 Instance","aws",0,1,0,0,0,29,666,549,95,"419420945181","aws-stgdev-msghub - 419420945181","i-061d788f9076edb43","ap-northeast-2","AWS Seoul",
"jihyebot-nat-01","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"662158614522","AWSPlayCloud - 662158614522","i-0f41ae5812b015e7e","ap-northeast-2","AWS Seoul",
"ec2-prod-mhez-bastion (SP:2025.11.12)","EC2 Instance","aws",0,1,0,0,0,19,1125,3355,194,"714472269588","aws-prd-msghubez - 714472269588","i-0e6e45dd72cb18c43","ap-northeast-2","AWS Seoul",
"ec2-iptvs-iptvott-github-runner-prod#1","EC2 Instance","aws",0,1,0,0,0,37,1048,2866,238,"971216839324","IPTV_OTT_SEARCH_prod - 971216839324","i-096712f50fd6d7336","ap-northeast-2","AWS Seoul",
"STG-RCS-PUB-Simul-CLITEL-Kubectl (성능시험 시즌마다 24시간기동)","EC2 Instance","aws",0,1,0,0,0,12,608,1005,157,"100613719332","aws-stgdev-rcs - 100613719332","i-05173dc7fed3a8eaf","ap-northeast-2","AWS Seoul",
"STG-MSGHUBEZ-BASTION","EC2 Instance","aws",0,1,0,0,0,15,1098,3332,190,"372332711479","aws-stgdev-msghubez - 372332711479","i-0dba84a2e02208b83","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-tts-az2a","EC2 Instance","aws",0,1,0,0,0,56,712,2029,202,"956945539034","aws-stg-aisb - 956945539034","i-0b2f80cb1478b68b4","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-voiceGW-02-az2c","EC2 Instance","aws",0,1,0,0,0,23,681,1967,182,"956945539034","aws-stg-aisb - 956945539034","i-0f8ea5723505e077d","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-voiceGW-01-az2a","EC2 Instance","aws",0,1,0,0,0,29,923,2800,208,"956945539034","aws-stg-aisb - 956945539034","i-08813165132017d7e","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-stt-az2c","EC2 Instance","aws",0,1,0,0,0,57,713,2010,198,"956945539034","aws-stg-aisb - 956945539034","i-0a34ae3e60bbbb2d3","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-sttLearning-az2a","EC2 Instance","aws",0,1,0,0,0,48,464,1110,155,"956945539034","aws-stg-aisb - 956945539034","i-0cc3daac7178c3b53","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-nlp-az2c","EC2 Instance","aws",0,1,0,0,0,82,819,2112,231,"956945539034","aws-stg-aisb - 956945539034","i-02289765b76442e1a","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-tts-az2c","EC2 Instance","aws",0,1,0,0,0,56,712,2029,202,"956945539034","aws-stg-aisb - 956945539034","i-0ba2868b939518e49","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-callbotAdmin-az2c","EC2 Instance","aws",0,1,0,0,0,79,851,2176,230,"956945539034","aws-stg-aisb - 956945539034","i-02624eed0b2441f05","ap-northeast-2","AWS Seoul",
"ec2-stg-aisb-stt-az2a","EC2 Instance","aws",0,1,0,0,0,58,719,2028,202,"956945539034","aws-stg-aisb - 956945539034","i-0d19f9a055f6e360b","ap-northeast-2","AWS Seoul",
"ec2-dev-clcc-sbc01","EC2 Instance","aws",0,0,0,0,1,0,0,0,0,"773872345005","awsdevclcc - 773872345005","i-08bdddca24789fce6","ap-northeast-2","AWS Seoul",
"ec2-dev-aisb-callbotAdmin-az2a","EC2 Instance","aws",0,1,0,0,0,67,1297,3677,259,"700329480675","aws-dev-aisb - 700329480675","i-033b37a3cb148890f","ap-northeast-2","AWS Seoul",
"ec2-az2c-luiot-dev2-coap","EC2 Instance","aws",0,1,0,0,0,12,265,677,407,"011143606116","svcalliance1 - 011143606116","i-0ee35bd5b0ed40f5a","ap-northeast-2","AWS Seoul",
"lgup-dev2-stp-gaeasoft-pub-MeCS-I/F","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"021925306640","aws-lstp-iptv - 021925306640","i-0e1e983cd0b8bff49","ap-northeast-2","AWS Seoul",
"GitActionRuner-dev","EC2 Instance","aws",0,1,0,0,0,5,461,1232,157,"108740518759","aws-dev-mlops - 108740518759","i-01a2582a8e0443121","ap-northeast-2","AWS Seoul",
"i-0560d908cf587ce55","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-0560d908cf587ce55","ap-northeast-2","AWS Seoul",
"i-066b7c35656a7b126","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-066b7c35656a7b126","ap-northeast-2","AWS Seoul",
"i-05245767318823d92","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-05245767318823d92","ap-northeast-2","AWS Seoul",
"i-0e8420630cc6ceb6b","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-0e8420630cc6ceb6b","ap-northeast-2","AWS Seoul",
"i-032c11fc97b7cfd72","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-032c11fc97b7cfd72","ap-northeast-2","AWS Seoul",
"i-068a8e0edc9f1b407","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-068a8e0edc9f1b407","ap-northeast-2","AWS Seoul",
"i-023e185a1fb8baf70","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-023e185a1fb8baf70","ap-northeast-2","AWS Seoul",
"i-0150246be82de5f15","EC2 Instance","aws",0,0,1,0,0,0,0,0,0,"005827982393","videouplus - 005827982393","i-0150246be82de5f15","ap-northeast-2","AWS Seoul",
"bsdapne2-omdw-advisor-g6e-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,2,98,202,16,"533267185836","aws-nsd-prd - 533267185836","i-0a8e411b13132df55","ap-northeast-2","AWS Seoul",
"bsdsapne2-pwpx-advisor-default-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,2,95,191,16,"767397901718","aws-nsd-dev - 767397901718","i-07e3e4cda4613bf9e","ap-northeast-2","AWS Seoul",
"cleandapne2-xfeu-spot-styx-karpenter","EC2 Instance","aws",0,1,0,0,0,2,62,187,12,"854531064573","daxcleand - 854531064573","i-0678ceb5e25a12026","ap-northeast-2","AWS Seoul",
"grootapne2-othl-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,3,62,187,12,"160091772047","UID_DEV - 160091772047","i-0ad9f822325aaac6e","ap-northeast-2","AWS Seoul",
"grootapne2-othl-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,3,62,187,12,"160091772047","UID_DEV - 160091772047","i-011168d78147f11c7","ap-northeast-2","AWS Seoul",
"issdapne2-pgne-hangang-default-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,3,153,495,41,"654654268643","aws-prd-ucrm - 654654268643","i-0f4b02409e583e37d","ap-northeast-2","AWS Seoul",
"issdapne2-pgne-hangang-default-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,3,153,495,41,"654654268643","aws-prd-ucrm - 654654268643","i-02f4f1698dc85b326","ap-northeast-2","AWS Seoul",
"issdapne2-pgne-hangang-default-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,3,153,495,41,"654654268643","aws-prd-ucrm - 654654268643","i-091acbd64895e841e","ap-northeast-2","AWS Seoul",
"chewsapne2-fnma-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,0,33,50,11,"798345363128","chewauth.preprod - 798345363128","i-0a309fb81041f4b2e","ap-northeast-2","AWS Seoul",
"application-nodegroup-pc-prod-prod-eks","EC2 Instance","aws",0,1,0,0,0,11,257,780,64,"360600168182","AWS_PROD_NUPD2 - 360600168182","i-0e6fdeead0207780c","ap-northeast-2","AWS Seoul",
"application-nodegroup-pc-prod-prod-eks","EC2 Instance","aws",0,1,0,0,0,16,269,799,72,"360600168182","AWS_PROD_NUPD2 - 360600168182","i-06b73872071525327","ap-northeast-2","AWS Seoul",
"application-nodegroup-pc-prod-prod-eks","EC2 Instance","aws",0,1,0,0,0,18,265,788,65,"360600168182","AWS_PROD_NUPD2 - 360600168182","i-03faa71566b4ad32f","ap-northeast-2","AWS Seoul",
"application-nodegroup-pc-prod-prod-eks","EC2 Instance","aws",0,1,0,0,0,15,264,789,66,"360600168182","AWS_PROD_NUPD2 - 360600168182","i-0ff022a0689659330","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-dev-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-0988bab1697dadd76","ap-northeast-2","AWS Seoul",
"cleansapne2-jvts-ondemand-styx-karpenter","EC2 Instance","aws",0,1,0,0,0,2,5,6,4,"854531064573","daxcleand - 854531064573","i-09fdcee63eb041098","ap-northeast-2","AWS Seoul",
"ec2-dev-nwa2d-rekognition","EC2 Instance","aws",0,1,0,0,0,0,10,32,7,"724772057086","aws-NWAI-dev - 724772057086","i-076d60eb6948c201a","ap-northeast-2","AWS Seoul",
"ec2-share-iptv-relengd-cluster-inplace-karpenter-node","EC2 Instance","aws",0,1,0,0,0,1,42,75,21,"029480618840","aws-share-iptv - 029480618840","i-03ae84805625c130d","ap-northeast-2","AWS Seoul",
"ec2-share-iptv-relengd-cluster-inplace-karpenter-node","EC2 Instance","aws",0,1,0,0,0,4,54,84,21,"029480618840","aws-share-iptv - 029480618840","i-0331322de77bd604f","ap-northeast-2","AWS Seoul",
"cleandapne2-xfeu-spot-styx-karpenter","EC2 Instance","aws",0,1,0,0,0,2,62,187,12,"854531064573","daxcleand - 854531064573","i-0894aeb8c6d67b15c","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-dev-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-06daea2102d8eb42c","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-dev-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-0fd93ee956e5a781c","ap-northeast-2","AWS Seoul",
"ec2-share-iptv-relengd-cluster-inplace-karpenter-node","EC2 Instance","aws",0,1,0,0,0,4,54,84,21,"029480618840","aws-share-iptv - 029480618840","i-0cac08532e1b96335","ap-northeast-2","AWS Seoul",
"eks-node","EC2 Instance","aws",0,1,0,0,0,5,128,439,22,"730335661456","aws-dev-CommunicationAI - 730335661456","i-0e4fd08e8d9d33d34","ap-northeast-2","AWS Seoul",
"MULTI-PRD-WORKLOAD-MANAGED-V1_32","EC2 Instance","aws",0,1,0,0,0,2,5,8,5,"683139144246","MULTI-PROD - 683139144246","i-0777707bc9db2d8e6","ap-northeast-2","AWS Seoul",
"aiugptapne2-wnkr-spot-karpenter","EC2 Instance","aws",0,1,0,0,0,3,5,6,4,"211125464474","aws-prd-ugpt - 211125464474","i-036826174e3bff145","ap-northeast-2","AWS Seoul",
"cleandapne2-xfeu-spot-styx-karpenter","EC2 Instance","aws",0,1,0,0,0,2,62,187,12,"854531064573","daxcleand - 854531064573","i-06a7e43cb4b441ce9","ap-northeast-2","AWS Seoul",
"i-00268ede89f6a6958","EC2 Instance","aws",0,1,0,0,0,2,79,231,15,"122518608090","svcprotodev - 122518608090","i-00268ede89f6a6958","ap-northeast-2","AWS Seoul",
"dev-cmp-batch-1_31","EC2 Instance","aws",0,1,0,0,0,8,28,37,8,"945142638813","UCMP-Root - 945142638813","i-08d3b3a5de1987003","ap-northeast-2","AWS Seoul",
"dev-cmp-nodegroup-1_31","EC2 Instance","aws",0,1,0,0,0,0,9,10,5,"945142638813","UCMP-Root - 945142638813","i-05de217dfd009cdd2","ap-northeast-2","AWS Seoul",
"eks-violet-prd-inference-communication-merged-g5-2xlarge-ng","EC2 Instance","aws",0,1,0,0,0,3,63,86,16,"058264436158","aws-prd-violet - 058264436158","i-0ff9924bc37f39d53","ap-northeast-2","AWS Seoul",
"eks-violet-prd-inference-communication-merged-g5-2xlarge-ng","EC2 Instance","aws",0,1,0,0,0,3,63,86,16,"058264436158","aws-prd-violet - 058264436158","i-076dc4da19723693b","ap-northeast-2","AWS Seoul",
"eks-node","EC2 Instance","aws",0,1,0,0,0,5,128,439,22,"590183678280","aws-dev-ugpt - 590183678280","i-07eb7aa619458b525","ap-northeast-2","AWS Seoul",
"grootsapne2-aklb-ondemand-karpenter","EC2 Instance","aws",0,1,0,0,0,2,5,6,4,"224811165821","UID_NG - 224811165821","i-00afd4269d136ac1f","ap-northeast-2","AWS Seoul",
"ec2-dev-iptv-dev-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,5,166,557,23,"578094293967","aws-dev-iptv - 578094293967","i-06858ea87604de86b","ap-northeast-2","AWS Seoul",
"cleanapne2-grjz-ondemand-members-karpenter","EC2 Instance","aws",0,1,0,0,0,3,62,187,12,"413372654015","daxclean - 413372654015","i-023a0b7266fe74029","ap-northeast-2","AWS Seoul",
"ec2-prd-iptv-shd-cluster-v1_31-karpenter-node","EC2 Instance","aws",0,1,0,0,0,3,93,222,21,"969671253885","aws-prd-iptv - 969671253885","i-0152d56b2e6f825b3","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-operation-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0acb02ed8dc72396c","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-driving-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0bc945522c051b743","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-driving-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0fbd53df68e84e4d6","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-driving-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0f9c19f7caaf1acb8","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-operation-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0ee49a7e123fd8fb7","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-analysis-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-0ac9900611d585048","ap-northeast-2","AWS Seoul",
"ec2-stg-fleet-mgmt-system-ufms-analysis-server","EC2 Instance","aws",0,1,0,0,0,15,41,70,20,"642025919684","fms_stg - 642025919684","i-094663188a3b06b3f","ap-northeast-2","AWS Seoul",
"bsdapne2-omdw-advisor-default-on-demand-karpenter","EC2 Instance","aws",0,1,0,0,0,2,95,192,16,"533267185836","aws-nsd-prd - 533267185836","i-0bc05c32129ecdbc8","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,8,155,374,27,"072551541449","AWS_DEV_NUPD - 072551541449","i-083577bf433e83148","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,8,155,375,27,"072551541449","AWS_DEV_NUPD - 072551541449","i-0596f886ecdb50817","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,10,159,394,29,"072551541449","AWS_DEV_NUPD - 072551541449","i-0376588510aee4307","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,8,159,389,28,"072551541449","AWS_DEV_NUPD - 072551541449","i-0423a76df59430a6c","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,8,159,383,28,"072551541449","AWS_DEV_NUPD - 072551541449","i-0b45f0fc732852b4f","ap-northeast-2","AWS Seoul",
"infra-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,8,155,374,27,"072551541449","AWS_DEV_NUPD - 072551541449","i-037414880b9d654c1","ap-northeast-2","AWS Seoul",
"application-nodegroup-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,13,172,401,31,"072551541449","AWS_DEV_NUPD - 072551541449","i-03cae1f2e87f2df4f","ap-northeast-2","AWS Seoul",
"monitoring-node-group-env-a-uat-eks","EC2 Instance","aws",0,1,0,0,0,8,155,374,27,"072551541449","AWS_DEV_NUPD - 072551541449","i-0fe66ef59892e653c","ap-northeast-2","AWS Seoul",
"ec2-dev-mobvas-private-config-mgmts-az2a","EC2 Instance","aws",0,1,0,0,0,23,472,1368,54,"391691608349","aws-dev-mobvas - 391691608349","i-0c857b30fab7d9958","ap-northeast-2","AWS Seoul",
"ec2-dev-mobvas-private-config-mgmts-az2c","EC2 Instance","aws",0,1,0,0,0,23,587,1771,60,"391691608349","aws-dev-mobvas - 391691608349","i-0d1949db422d3126b","ap-northeast-2","AWS Seoul",
"ec2-dev-crewcall-private-config-mgmts-az2a","EC2 Instance","aws",0,1,0,0,0,19,574,1742,57,"391691608349","aws-dev-mobvas - 391691608349","i-045f765fe02d0528d","ap-northeast-2","AWS Seoul",
"ec2-dev-crewcall-private-config-mgmts-az2c","EC2 Instance","aws",0,1,0,0,0,19,574,1742,57,"391691608349","aws-dev-mobvas - 391691608349","i-063dd5cee0cdbbdd1","ap-northeast-2","AWS Seoul",
